,Unnamed: 0,username,tweet,polarity,subjectivity
23,23,aoc,"😂 call your member of Congress, they can help track it down",-0.15555555555555559,0.2888888888888889
24,24,aoc,All Dems need for the slam dunk is to do what people elected us to do: help as many people as possible. It’s not hard. Let’s not screw it up with austerity nonsense that squeezes the working class yet never makes a peep when tax cuts for yachts and private jets are proposed.,0.16145833333333334,0.6041666666666666
25,25,aoc,It should be $2000 to begin w/ anyway. Brutally means-testing a $1400 round is going to hurt so many people. THAT is the risk we can’t afford. Income thresholds already work in reverse &amp; lag behind reality. Conservative Dems can ask to tax $ back later if they’re so concerned.,-0.1625,0.4333333333333333
26,26,aoc,We cannot cut off relief at $50k. It is shockingly out of touch to assert that $50k is “too wealthy” to receive relief. Millions are on the brink of eviction. Give too little and they’re devastated. Give “too much” and a single mom might save for a rainy day. This isn’t hard.,-0.14176587301587304,0.5759920634920636
27,27,aoc,"Imagine being a policymaker in Washington, having witnessed the massive economic, social, and health destruction over the last year, and think that the greatest policy risk we face is providing *too much* relief. Sounds silly, right? $1.9T should be a floor, not a ceiling.",0.1523809523809524,0.49300595238095235
28,28,aoc,Thanks ! Happy to chat about the plan details and the community effort that’s gone into this legislation. 🌃🌎,0.525,0.6
29,29,aoc,"I wrote the original Green New Deal for Public Housing, which was written carefully w/ NYCHA residents, advocates, &amp; building trades to create over 30k jobs in the city and revamp public housing. This isn’t that plan. The original work is here:",0.08376623376623375,0.483982683982684
30,30,aoc,"Or ’s powerful account of barricading in with her staff and the collective decision they made that if white supremacists breached their office, they had already come too far in the Movement for Black Lives to go down without a fight:",0.015555555555555555,0.5444444444444445
31,31,aoc,"Or ’s story of what her threats have looked like and how they’ve escalated from the moment she got to Washington, and how she feels responsible for the safety of her staff:",0.2,0.55
32,32,aoc,"They don’t want you to hear stories like , who yesterday spoke to his gut instinct to blend the floor w/GOP lawmakers bc he knew the mob was coming for Dems, &amp; affirmed the stark reality that his colleagues of color didn’t have that luxury:",-0.2,0.6
33,33,aoc,The reason some GOP are trying to sow false doubt about accounts of the Capitol attack is bc they know how powerful the testimony really is. Each story reveals more details + the need for accountability. You can see mine here: &amp; others on CSPAN below ⬇️,0.14999999999999997,0.575
34,34,aoc,Thank you everyone for your puppy content today! 🐶 Here’s Deco from his first time camping and turning into a dinosaur 🏕,0.25,0.3333333333333333
35,35,aoc,"This was incredibly powerful and moving. Thank you, .",0.3,1.0
36,36,aoc,"Not only did I never make this claim, but I would never, ever do this. What Greene is doing pumping this lie to her insurrectionist base is making them feel justified in further violence. The prospect of stripping her committees clearly isn’t quelling her. She must be expelled.",-0.06,0.7566666666666666
37,37,aoc,"“I’m not discounting your experience, I’m just fact checking statements you never made and insinuating you said them” Great job Mace 👍🏽 Hope you’re proud of how quickly you are to throw other survivors under the bus for a moment of personal gain. Enjoy your Fox News hits.",0.3680555555555556,0.5708333333333333
38,38,aoc,"It’ll be available on CSPAN, which archives footage online for later viewing. If you follow our official Congressional accounts (usually they have “rep” in front of them - mine is ) I’m sure many clips will also be reposted.",0.22999999999999998,0.40777777777777774
39,39,aoc,"As I said earlier this week, my story of the attack on our Capitol is not the only story,nor is it the central story. It is just one of 100s of stories. Tonight, we will start to hear more on the House floor. I invite all colleagues who wish to share to join our special order.",0.17142857142857143,0.5642857142857143
40,40,aoc,Bronx residents - you can get a vaccine appointment at Yankee Stadium next week! ⤵️,0.0,0.0
41,41,aoc,Last night House Republicans gave a standing ovation to their GOP colleague who then went on the floor today to equate journalistic media outlets with QAnon. These are the beliefs and actions they work to protect. It’s also a predictable outcome of 0 accountability for the 6th.,-0.1,0.2833333333333333
42,42,aoc,"How many food workers or custodial workers or Capitol Police officers, who ran for their lives in Longworth or feared for their families in the weeks after the attacks, now think their terror is less valid because of her statements? Mace’s attacks are attacks on them, too.",0.16666666666666669,0.2833333333333333
43,43,aoc,"This is where the true damage of what is doing comes in. How many survivors are watching her? Who now, seeing her, won’t get care or will feel further shame or silence? Who won’t speak up bc they know there are voices in leadership ready to minimize their experiences?",0.2625,0.5375
44,44,aoc,All I can think of w/ folks like her dishonestly claiming that survivors are exaggerating are the stories of veterans and survivors in my community who deny themselves care they need &amp; deserve bc they internalize voices like hers saying what they went through “wasn’t bad enough”,-0.33333333333333326,0.5555555555555555
45,45,aoc,Wild that is discrediting herself less than 1 mo in office w/ such dishonest attacks. She *went on record* saying she barricaded in fear. who else’s experiences will you minimize?Capitol Police in Longworth? Custodial workers who cleaned up shards of glass?,-0.09166666666666666,0.3666666666666667
46,46,aoc,This was what you were saying just a few weeks ago. Now you’re contradicting your own account to attack me for Fox News clicks. It’s honestly pretty sad to see you turn around like this and throw other people under the bus. Thought you’d be better.,0.08749999999999998,0.6625
47,47,aoc,"This is a deeply cynical &amp; disgusting attack, . As the Capitol complex was stormed and people were being killed, none of us knew in the moment what areas were compromised. You previously told reporters yourself that you barricaded in your office, afraid you’d be hurt.",-0.4777777777777778,0.5777777777777777
48,48,aoc,"This is a deeply cynical &amp; disgusting attack, . As the Capitol complex was stormed &amp; people were being killed, none of us knew in the moment what areas were compromised. You previously told reporters yourself that you barricaded in your office, afraid you’d be hurt.",-0.4777777777777778,0.5777777777777777
49,49,aoc,"Sen. , you were more than comfortable going on TV to disparage me as a House member, so your excuse here doesn’t add up. If you don’t support these racist, antisemitic conspiracy theories coming from your GOP House colleagues, why won’t you denounce them?",0.2833333333333333,0.45
50,50,aoc,"The sad thing about disinformation is that once the truth comes out, the damage has already been done. People have already been misled, radicalized &amp; believe lies to a point where their hatred has brewed to violence. That’s what led to the 6th, and it’s happening right now.",-0.10714285714285715,0.7678571428571428
51,51,aoc,Honestly what message were Republicans trying to send by appointing to the Education and Labor Committee a woman who believes the Sandy Hook shooting was fake and mocks Parkland survivors? Individuals don’t get final say in cmtes. GOP leadership *picked* that assignment for her.,0.033333333333333326,0.9666666666666667
52,52,aoc,"This is all to say that survivors are watching. Loved ones are watching. They may share their story tomorrow, or in months or years. Or they may never. Speaking vitriol towards other survivors hurts you &amp; your loved ones. Bc dismissers rob themselves of meaningful relationships.",0.44375,0.61875
53,53,aoc,"To be honest, every step of the way there were affirmers - offering safety, pressing the pause button to acknowledge trauma, the courage of , , &amp; many others to tell their stories publicly helped me share mine.",0.3666666666666667,0.4888888888888889
54,54,aoc,"I really wrestled w telling my story, &amp; had decided about a week ago that it probably wasn’t worth it. Then I had dinner with Sen. . I told her everything because I knew she was a survivor. She helped me see the importance of sharing my story of the Capitol and trauma.",0.25,0.15000000000000002
55,55,aoc,"You may not know that you know a survivor, but it’s highly likely that you do. Survivors of trauma are close to you. They are people you love &amp; you may not know. Many decide whether their story is safe with someone by how they respond to other survivors. Don’t push them away.",0.275,0.595
56,56,aoc,Y’all! Today is ’s birthday! One of the greatest to ever do it. Brilliant leader. Fearless champion. Masterful legislator. Uplifter. Organizer. She is everything. Please join me in wishing her a happy birthday! 💐,0.975,1.0
57,57,aoc,This isn’t a fact check at all. Your arrows aren’t accurate. They lie about where the mob stormed &amp; place them further away than it was. You also fail to the convey *multiple* areas people were trying to storm. It wasn’t 1. You also failed to show tunnels. Poor job all around.,-0.16666666666666666,0.38888888888888884
58,58,aoc,"It is also very damning and revealing that the GOP is now digging both heels in a discrediting campaign. It’s because they know they are implicated, so they’re pivoting to (again) the classic abuse playbook of “it’s not as bad as they say.” It was that bad. It’s actually worse.",-0.3055555555555555,0.48333333333333334
59,59,aoc,People were trying to rush and infiltrate our office buildings - that’s why we had to get evacuated in the first place. The attempts of attackers &amp; publicly available communications show how they tried to gain access and share location info on finding members for physical harm.,0.21666666666666667,0.2920634920634921
60,60,aoc,This is the latest manipulative take on the right. They are manipulating the fact that most people don’t know the layout the Capitol complex. We were all on the Capitol complex - the attack wasn’t just on the dome. The bombs Trump supporters planted surrounded our offices too.,0.1371428571428571,0.5471428571428572
61,61,aoc,"To survivors of any trauma who worry about being believed, or that their situation wasn’t “bad” enough or “too” bad, or fear being branded or deemed “manipulative” for telling the truth: I see you. Community is here for you. You are safe with me, &amp; with all of us. You are loved!",-0.004999999999999938,0.6266666666666666
62,62,aoc,Good morning everyone! 🌞 I’m teaching my once-a-term digital / social media session for members of Congress today. Help me help them! What do you wish you saw more of digitally from your elected officials? Who’s doing a great job that you think others can learn from? Lmk ⬇️,0.36944444444444446,0.3194444444444445
63,63,aoc,Thank you Rabbi 💜,0.0,0.0
64,64,aoc,"Republicans demanding that accountability is “divisive” and that we must “move on” from the attack on our country without recourse are taking a page from the playbooks of abusers. It’s sadly unsurprising. After 4 years of fealty to Trump, it seems many GOP have turned into him.",0.0,0.75
65,65,aoc,"Senator Ted Cruz deliberately and knowingly amplified specific lies fueling violent attackers. In doing so, he contributed to the carnage of Jan 6th. His actions since show that if given similar political opportunity, he would choose to do it again. He must resign. Texans agree.",-0.2,0.40625
66,66,aoc,💜,0.0,0.0
67,67,aoc,Thank you for holding it down that day 💜 you’re a wonderful friend,0.4222222222222222,0.6444444444444445
68,68,aoc,"Thanks for making the space for me, and hope we can all make space for others to tell their stories in the weeks to come. And to those who wish to paper over their misdeeds by rushing us to all “move on” - we can move on when the individuals responsible are held to account.",0.2,0.375
69,69,aoc,"My story isn’t the only story, nor is it the central story of what happened on Jan 6th. It is just one story of many of those whose lives were endangered at the Capitol by the lies, threats, and violence fanned by the cowardice of people who chose personal gain above democracy.",0.1,0.43
70,70,aoc,Probably around 9,0.0,0.0
71,71,aoc,Imagine thinking that ‘healthcare is a human right’ vs white supremacist conspiracy theories are two views “just as extreme” as the other 🤡🤡🤡,0.00714285714285714,0.40214285714285714
72,72,aoc,"Congratulations Sen. ! 🎊 From public school teacher to the New York State Senate, we are all so proud of your journey and dedication to bringing so many along with you in the spirit of building a New York for the many. Let’s go!",0.3662878787878788,0.495959595959596
73,73,aoc,We got your back 💜,0.0,0.0
74,74,aoc,"Moving offices is a huge and disruptive effort. Honestly it shouldn’t even be Rep. Bush that has to move and endure all this, it should be Greene - she is the one that posing a threat to others around her.",0.5,0.9
75,75,aoc,". has a responsibility to ensure his members do not harm others. He is losing control of his caucus &amp; allowing these threats to go unchecked, while looking the other way as members like feel so unsafe that she must move offices just 3 weeks into her 1st term.",-0.125,0.375
76,76,aoc,The fact that the Republican Party will not take decisive action against white supremacists &amp; knowingly endorsed candidates who believe Muslim Americans shouldn’t serve in Congress &amp; posted threatening images holding firearms next to Dem members of Congress is extremely alarming.,0.0,0.175
77,77,aoc,A reminder,0.0,0.0
78,78,aoc,Yup ⬇️,0.0,0.0
79,79,aoc,And were back!,0.0,0.0
80,80,aoc,Sorry y’all we’re trying to fix the audio! Be back in a few,-0.27499999999999997,0.3666666666666667
81,81,aoc,And were live!,0.17045454545454544,0.5
82,82,aoc,also joining!,0.0,0.0
83,83,aoc,Awesome! We’ll see what we can set up in time,1.0,1.0
84,84,aoc,🚨 Twitch Update! will be joining me along with TheStockGuy to offer some updates and insight. Might be more to come,0.5,0.5
85,85,aoc,"“We need healing + unity, but I will not take any responsibility for my actions, nor will I acknowledge the contributions my lies made to the violence or the harm that it caused, nor do I believe anyone should be held accountable. But if you’re mad at that you’re divisive.” - GOP",-0.625,1.0
86,86,aoc,"Oh, there’s anger? Now why would there be anger that Cruz amplified known lies about our election that fueled an insurrection that cost ppl’s lives? What does he think the logical response to his lies should be? A hug? Maybe there’s anger bc his actions deserve accountability.",-0.46249999999999997,0.21250000000000002
87,87,aoc,I’ll be hopping on Twitch at 8:30pm tonight to discuss today’s developments with GameStop and retail trading. 👾 Might have a guest or two join - we’ll see. See you there!,0.0,0.0
88,88,aoc,"You haven’t even apologized for the serious physical + mental harm you contributed to from Capitol Police &amp; custodial workers to your own fellow members of Congress. In the meantime, you can get off my timeline &amp; stop clout-chasing. Thanks. Happy to work with other GOP on this.",0.1488095238095238,0.5120748299319728
89,89,aoc,"While you conveniently talk about “moving on,” a second Capitol police officer lost their life yesterday in the still-raging aftermath of the attacks you had a role in. This isn’t a joke. We need accountability, and that includes a new Senator from Texas.",0.06818181818181818,0.22727272727272727
90,90,aoc,"I am happy to work with Republicans on this issue where there’s common ground, but you almost had me murdered 3 weeks ago so you can sit this one out. Happy to work w/ almost any other GOP that aren’t trying to get me killed. In the meantime if you want to help, you can resign.",0.195,0.575
91,91,aoc,"Inquiries into freezes should not be limited solely to Robinhood. This is a serious matter. Committee investigators should examine any retail services freezing stock purchases in the course of potential investigations - especially those allowing sales, but freezing purchases.",-0.10119047619047619,0.7023809523809523
92,92,aoc,"This is unacceptable. We now need to know more about ’s decision to block retail investors from purchasing stock while hedge funds are freely able to trade the stock as they see fit. As a member of the Financial Services Cmte, I’d support a hearing if necessary.",0.27999999999999997,0.505
93,93,aoc,Thanks! I’ve actually been trying some new drugstore items in my skincare. The Cerave Vit C serum is legit! I tried a fancier one before that but it turned orange too fast. I’ve also been using either the Cerave tinted sunscreen or super serum w/ a little powder. ☺️,0.12771464646464645,0.4202020202020202
94,94,aoc,Republican members of Congress don’t want consequences for white supremacy or insurrection against the United States because their political strategy is to embrace white supremacists and the scepter of the Confederacy to get power in the first place.,0.0625,0.10833333333333334
95,95,aoc,"Anyways, Tax the Rich",0.375,0.75
96,96,aoc,Gotta admit it’s really something to see Wall Streeters with a long history of treating our economy as a casino complain about a message board of posters also treating the market as a casino,0.07500000000000001,0.30000000000000004
97,97,aoc,It’s almost as if we helped shape the platform 😉,0.0,0.0
98,98,aoc,"People must understand the depth of what’s happening here: the President of the United States has ordered a halt to deportations. ICE, a federal agency, is refusing to comply. There’s no reforming this rogue dept. It’s time for a new, just vision. FreeMariana &amp; AbolishICE",0.13636363636363635,0.45454545454545453
99,99,aoc, the Gap Donations are super helpful! We’ve got the link here:,0.41666666666666663,0.6666666666666666
100,100,aoc,"The debate Democrats should be having is how much *more* we should be helping people this year, not how much less.",0.16666666666666669,0.2833333333333333
101,101,aoc,Yes - it’s retroactive back to Jan 2020.,0.0,0.0
102,102,aoc,How about we “means test” corporate tax breaks,0.0,0.0
103,103,aoc,Nationwide.,0.0,0.0
104,104,aoc,(Sorry for the previous typo. Cold fingers! 🥶),-0.47222222222222215,0.7222222222222223
105,105,aoc,"FEMA will be operating &amp; is authorized for $2 billion as of now. Program is retroactive &amp; will reimburse back to January 2020. Start collecting docs now. FEMA will need expense documentation (receipts/invoices), death certificate, &amp; docs for caller ID. Includes the undocumented.",0.0,0.0
106,106,aoc,"It’s official. If you’ve lost a loved one due to COVID-19, you will soon be able to get reimbursed up to $7,000 for the expenses of laying a loved one to rest. Proud and thankful to have gotten this done with , , , &amp; .",0.515,0.72
107,107,aoc,"Some of the same folks who said “defunding huge PD budgets &amp; shifting $ to schools is too hard to explain” are now saying “Well $1400 is actually $2k if you recall the $600 from a diff president, carry the 1- yes I know ads showed $2k checks, but thresholds-” Just help people!",0.027083333333333348,0.41666666666666663
108,108,aoc,"If you use West Virginia cost of living s to bring down relief for everyone, millions are left in the cold. That’s what $50k does. Cutting checks to account for Queens/higher COL overall is a win-win. Lower COL get more bang for their buck, higher COL get their needs met.",-0.08650793650793652,0.4555555555555556
109,109,aoc,"The borough of Queens has a higher population than the entire state of West Virginia. We should do what helps both instead of one. If we cut relief checks to account for higher cost of living, BOTH Queens &amp; West Virginia get help. WV actually comes out ahead due to lower COL.",0.075,0.42000000000000004
110,110,aoc,Some who discount our proposals by saying “reps from urban &amp; suburban areas don’t get other places” don’t seem to apply that consideration themselves. A $50k threshold is totally disconnected from the reality of tens of millions of people. So let’s talk Queens &amp; West Virginia:,-0.03125,0.28125
111,111,aoc,"Contact your member of Congress. They can help you track it down. This also applies to other things like social security, etc. My staff has been able to track down lots of money for people in our community. Find your member of Congress here:",0.019444444444444438,0.3288888888888889
112,112,aoc,The pandemic hit in 2020. We should not use 2019 income to determine relief eligibility.,0.0,0.0
113,113,aoc,"In conclusion, $50k is wack and we shouldn’t do wack things.",0.0,0.0
114,114,aoc,"It would be outrageous if we ran on giving more relief and ended up doing the opposite. It’s sad that this is even an argument in the Dem party. COVID relief is disaster relief, &amp; it’s urgent. Our first act out of the gate should be big, bold, and strong. Not weaker &amp; smaller.",0.0018518518518518452,0.537037037037037
115,115,aoc,(Source:,0.0,0.0
116,116,aoc,"Joe Cunningham pledged to never take corporate PAC money, and he never did. Mace said she’ll cash every check she gets. Yet another way this is a downgrade.",0.0,0.0
117,117,aoc,What’s even more gross is that Mace takes corporate PAC money. She’s already funded by corporations. Now she’s choosing to swindle working people on top of it. Peak scam artistry. Caps for cash 💰,0.25,0.25
118,118,aoc,Joe Cunningham already proving to be leagues more decent + honest than Mace seems capable of. The House was far better off w/ Cunningham. It’s sad to see Mace diminish the representation of her community by launching a reputation of craven dishonesty right off the bat.,0.231547619047619,0.687797619047619
119,119,aoc,"Pretty horrible. Well, it’s good to know what kind of person she is early. Also good to know that Mace is cut from the same Trump cloth of dishonesty and opportunism. Sad to see a colleague intentionally hurt other women and survivors to make a buck. Thought she’d be better.",0.12249999999999998,0.64
120,120,aoc,"Amazon workers have the right to form a union. Anti-union tactics like these, especially from a trillion-dollar company trying to disrupt essential workers from organizing for better wages and dignified working conditions in a pandemic, are wrong.",0.05714285714285714,0.647142857142857
121,121,aoc,We should preserve what was there and not peg it to outdated 2019 income. People need help!,-0.5000000000000001,0.6333333333333334
122,122,aoc,"If conservative Senate Dems institute a lower income threshold in the next round of checks, that could potentially mean the first round of checks under Trump help more people than the first round under Biden. Do we want to do that? No? Then let’s stop playing &amp; just help people.",0.010937500000000003,0.38177083333333334
123,123,aoc,"😂 call your member of Congress, they can help track it down",-0.15555555555555559,0.2888888888888889
124,124,aoc,All Dems need for the slam dunk is to do what people elected us to do: help as many people as possible. It’s not hard. Let’s not screw it up with austerity nonsense that squeezes the working class yet never makes a peep when tax cuts for yachts and private jets are proposed.,0.16145833333333334,0.6041666666666666
125,125,aoc,It should be $2000 to begin w/ anyway. Brutally means-testing a $1400 round is going to hurt so many people. THAT is the risk we can’t afford. Income thresholds already work in reverse &amp; lag behind reality. Conservative Dems can ask to tax $ back later if they’re so concerned.,-0.1625,0.4333333333333333
126,126,aoc,We cannot cut off relief at $50k. It is shockingly out of touch to assert that $50k is “too wealthy” to receive relief. Millions are on the brink of eviction. Give too little and they’re devastated. Give “too much” and a single mom might save for a rainy day. This isn’t hard.,-0.14176587301587304,0.5759920634920636
127,127,aoc,"Imagine being a policymaker in Washington, having witnessed the massive economic, social, and health destruction over the last year, and think that the greatest policy risk we face is providing *too much* relief. Sounds silly, right? $1.9T should be a floor, not a ceiling.",0.1523809523809524,0.49300595238095235
128,128,aoc,Thanks ! Happy to chat about the plan details and the community effort that’s gone into this legislation. 🌃🌎,0.525,0.6
129,129,aoc,"I wrote the original Green New Deal for Public Housing, which was written carefully w/ NYCHA residents, advocates, &amp; building trades to create over 30k jobs in the city and revamp public housing. This isn’t that plan. The original work is here:",0.08376623376623375,0.483982683982684
130,130,aoc,"Or ’s powerful account of barricading in with her staff and the collective decision they made that if white supremacists breached their office, they had already come too far in the Movement for Black Lives to go down without a fight:",0.015555555555555555,0.5444444444444445
131,131,aoc,"Or ’s story of what her threats have looked like and how they’ve escalated from the moment she got to Washington, and how she feels responsible for the safety of her staff:",0.2,0.55
132,132,aoc,"They don’t want you to hear stories like , who yesterday spoke to his gut instinct to blend the floor w/GOP lawmakers bc he knew the mob was coming for Dems, &amp; affirmed the stark reality that his colleagues of color didn’t have that luxury:",-0.2,0.6
133,133,aoc,The reason some GOP are trying to sow false doubt about accounts of the Capitol attack is bc they know how powerful the testimony really is. Each story reveals more details + the need for accountability. You can see mine here: &amp; others on CSPAN below ⬇️,0.14999999999999997,0.575
134,134,aoc,Thank you everyone for your puppy content today! 🐶 Here’s Deco from his first time camping and turning into a dinosaur 🏕,0.25,0.3333333333333333
135,135,aoc,"This was incredibly powerful and moving. Thank you, .",0.3,1.0
136,136,aoc,"Not only did I never make this claim, but I would never, ever do this. What Greene is doing pumping this lie to her insurrectionist base is making them feel justified in further violence. The prospect of stripping her committees clearly isn’t quelling her. She must be expelled.",-0.06,0.7566666666666666
137,137,aoc,"“I’m not discounting your experience, I’m just fact checking statements you never made and insinuating you said them” Great job Mace 👍🏽 Hope you’re proud of how quickly you are to throw other survivors under the bus for a moment of personal gain. Enjoy your Fox News hits.",0.3680555555555556,0.5708333333333333
138,138,aoc,"It’ll be available on CSPAN, which archives footage online for later viewing. If you follow our official Congressional accounts (usually they have “rep” in front of them - mine is ) I’m sure many clips will also be reposted.",0.22999999999999998,0.40777777777777774
139,139,aoc,"As I said earlier this week, my story of the attack on our Capitol is not the only story,nor is it the central story. It is just one of 100s of stories. Tonight, we will start to hear more on the House floor. I invite all colleagues who wish to share to join our special order.",0.17142857142857143,0.5642857142857143
140,140,aoc,Bronx residents - you can get a vaccine appointment at Yankee Stadium next week! ⤵️,0.0,0.0
141,141,aoc,Last night House Republicans gave a standing ovation to their GOP colleague who then went on the floor today to equate journalistic media outlets with QAnon. These are the beliefs and actions they work to protect. It’s also a predictable outcome of 0 accountability for the 6th.,-0.1,0.2833333333333333
142,142,aoc,"How many food workers or custodial workers or Capitol Police officers, who ran for their lives in Longworth or feared for their families in the weeks after the attacks, now think their terror is less valid because of her statements? Mace’s attacks are attacks on them, too.",0.16666666666666669,0.2833333333333333
143,143,aoc,"This is where the true damage of what is doing comes in. How many survivors are watching her? Who now, seeing her, won’t get care or will feel further shame or silence? Who won’t speak up bc they know there are voices in leadership ready to minimize their experiences?",0.2625,0.5375
144,144,aoc,All I can think of w/ folks like her dishonestly claiming that survivors are exaggerating are the stories of veterans and survivors in my community who deny themselves care they need &amp; deserve bc they internalize voices like hers saying what they went through “wasn’t bad enough”,-0.33333333333333326,0.5555555555555555
145,145,aoc,Wild that is discrediting herself less than 1 mo in office w/ such dishonest attacks. She *went on record* saying she barricaded in fear. who else’s experiences will you minimize?Capitol Police in Longworth? Custodial workers who cleaned up shards of glass?,-0.09166666666666666,0.3666666666666667
146,146,aoc,This was what you were saying just a few weeks ago. Now you’re contradicting your own account to attack me for Fox News clicks. It’s honestly pretty sad to see you turn around like this and throw other people under the bus. Thought you’d be better.,0.08749999999999998,0.6625
147,147,aoc,"This is a deeply cynical &amp; disgusting attack, . As the Capitol complex was stormed and people were being killed, none of us knew in the moment what areas were compromised. You previously told reporters yourself that you barricaded in your office, afraid you’d be hurt.",-0.4777777777777778,0.5777777777777777
148,148,aoc,"This is a deeply cynical &amp; disgusting attack, . As the Capitol complex was stormed &amp; people were being killed, none of us knew in the moment what areas were compromised. You previously told reporters yourself that you barricaded in your office, afraid you’d be hurt.",-0.4777777777777778,0.5777777777777777
149,149,aoc,"Sen. , you were more than comfortable going on TV to disparage me as a House member, so your excuse here doesn’t add up. If you don’t support these racist, antisemitic conspiracy theories coming from your GOP House colleagues, why won’t you denounce them?",0.2833333333333333,0.45
150,150,aoc,"The sad thing about disinformation is that once the truth comes out, the damage has already been done. People have already been misled, radicalized &amp; believe lies to a point where their hatred has brewed to violence. That’s what led to the 6th, and it’s happening right now.",-0.10714285714285715,0.7678571428571428
151,151,aoc,Honestly what message were Republicans trying to send by appointing to the Education and Labor Committee a woman who believes the Sandy Hook shooting was fake and mocks Parkland survivors? Individuals don’t get final say in cmtes. GOP leadership *picked* that assignment for her.,0.033333333333333326,0.9666666666666667
152,152,aoc,"This is all to say that survivors are watching. Loved ones are watching. They may share their story tomorrow, or in months or years. Or they may never. Speaking vitriol towards other survivors hurts you &amp; your loved ones. Bc dismissers rob themselves of meaningful relationships.",0.44375,0.61875
153,153,aoc,"To be honest, every step of the way there were affirmers - offering safety, pressing the pause button to acknowledge trauma, the courage of , , &amp; many others to tell their stories publicly helped me share mine.",0.3666666666666667,0.4888888888888889
154,154,aoc,"I really wrestled w telling my story, &amp; had decided about a week ago that it probably wasn’t worth it. Then I had dinner with Sen. . I told her everything because I knew she was a survivor. She helped me see the importance of sharing my story of the Capitol and trauma.",0.25,0.15000000000000002
